"","Massbank_PR310840_LPC_18_3","Massbank_PR310841_LPC_18_3","Massbank_PR310842_LPC_18_3","Massbank_RP012103_PC_16_0_0_0_Palmitoyllysolectithin_3_hexadecanoyloxy_2_hydroxypropyl_2_trimethylazaniumyl_ethyl_phosphate","PC_14_0_18_1_","PC_14_0_18_2_","PC_14_0_18_3_","PC_14_0_20_4_","PC_14_0_22_6_","PC_15_0_0_0_","PC_15_0_18_2_","PC_15_0_18_3_","PC_15_0_20_3_","PC_15_0_20_4_","PC_15_1_18_2_","PC_16_0_16_0_","PC_16_0_16_1_","PC_16_0_18_0_","PC_16_0_18_1_","PC_16_0_18_2_","PC_16_0_18_3_","PC_16_0_20_3_","PC_16_0_20_4_","PC_16_0_20_5_","PC_16_0_22_4_","PC_16_0_22_5_","PC_16_0_22_6_","PC_16_0_18_1_2_3_hexadecanoyloxy_2_octadec_9_enoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_4_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_tetraenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_5_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_17_pentaenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_1_16_1_","PC_16_1_17_1_","PC_16_1_17_2_","PC_16_1_18_1_","PC_16_1_18_2_","PC_16_1_18_3_","PC_16_1_20_4_","PC_16_2_16_0_","PC_16_2_16_1_","PC_16_2_18_1_","PC_16_2_18_2_","PC_16_3_16_0_","PC_17_0_0_0_","PC_17_0_18_1_","PC_17_0_18_2_","PC_17_0_18_3_","PC_17_1_18_1_","PC_17_1_18_2_","PC_17_2_18_2_","PC_18_0_18_2_","PC_18_0_18_3_","PC_18_0_20_2_","PC_18_0_20_3_","PC_18_0_20_4_","PC_18_0_9_0_CHO_","PC_18_1_18_1_","PC_18_1_18_2_","PC_18_1_19_1_","PC_18_1_20_1_","PC_18_1_20_3_","PC_18_1_20_4_","PC_18_1_22_1_","PC_18_1_24_0_","PC_18_1_24_1_","PC_18_1_18_2_trimethyl_2_3_octadec_11_enoyloxy_2_octadeca_9_12_dienoyloxy_propyl_phosphonato_oxy_ethyl_azanium","PC_18_2_0_0_","PC_18_2_18_2_","PC_18_2_18_3_","PC_18_2_20_0_","PC_18_2_20_1_","PC_18_2_20_2_","PC_18_2_20_4_","PC_18_2_22_0_","PC_18_2_24_0_","PC_18_3_0_0_","PC_18_3_18_3_","PC_18_3_20_2_","PC_19_1_19_1_","PC_19_1_22_1_","PC_20_1_20_1_","PC_DAG_16_0_18_3_","Spectral_Match_to_Arachidonoylthio_PC_from_NIST14","Spectral_Match_to_HEPC_from_NIST14","Spectral_Match_to_Lyso_PC_16_0_from_NIST14"
"PI24969","1.367350e+00","1.367350e+00","1.367350e+00","1.713845e+01","1.350576e+01","3.596246e+01","7.489680e+01","3.531217e+02","1.268975e+04","5.793168e-02","3.365752e+02","5.934658e+02","1.318712e+02","1.584301e+02","4.239042e+02","3.256744e+02","1.100425e+02","1.942794e+02","7.015058e+03","3.062240e+04","7.609869e+04","7.021674e+03","6.831237e+03","1.937128e+04","8.891409e+01","4.222603e+01","5.164664e+01","1.991625e+01","1.877554e+02","2.521733e+02","1.892067e+01","2.753797e+02","4.783355e+02","5.103734e+03","4.850716e+02","2.913093e+02","5.260469e+04","2.704450e+01","1.497936e+02","8.476969e+03","5.272617e+02","1.747592e+02","1.700958e+03","1.165336e+01","3.864519e+02","1.284814e+02","4.220454e+02","1.024462e+03","6.789861e+01","2.607044e+03","1.308538e+03","9.582588e+01","4.676387e+02","1.778282e+02","1.953257e+01","9.293888e+02","4.124053e+03","1.113866e+01","1.170082e+02","2.074662e+02","3.506844e+02","2.053801e+01","3.634579e+01","5.093490e+02","1.664127e+02","1.624655e+01","3.871034e+04","2.409225e+04","3.857224e+01","7.048779e+01","2.963803e+01","5.164664e+01","1.369200e+00","2.680784e+01","1.777555e+01","1.812821e+04","1.878048e+01","8.648239e+01","1.760348e+00","5.476802e+00","3.233811e+01","1.577238e+03","9.655280e-03","8.569225e+01"
"PI576349","9.948468e+00","9.948468e+00","9.948468e+00","3.085918e+01","4.818111e+01","7.621523e+01","6.881450e+00","6.348185e+01","2.210797e+03","4.516938e-01","4.246337e+02","4.824630e+02","6.018991e+01","1.543268e+01","3.446164e+02","5.262625e+02","3.192789e+01","1.658839e+03","1.144025e+04","2.316908e+04","3.281387e+04","6.960687e+03","8.111932e+03","7.445734e+03","3.782932e+01","2.341562e+01","5.772857e+01","4.507423e+01","1.936096e+02","7.053964e+01","4.876922e+01","3.474276e+02","3.841793e+02","3.861513e+03","7.251687e+01","5.733327e+01","1.979052e+04","2.026811e+01","1.376290e+01","3.649208e+03","9.884874e+01","1.605672e+01","2.123774e+03","9.498638e+01","2.875419e+02","5.609181e+01","3.447830e+02","4.446363e+02","6.614008e+00","2.258228e+03","4.219302e+02","9.127770e+01","4.624569e+02","7.565863e+01","1.061171e+01","4.909749e+02","4.014850e+03","1.043055e+01","1.052397e+02","8.826841e+01","2.107275e+02","3.024475e+01","4.910442e+01","6.900479e+02","1.211362e+02","9.559134e+02","4.596761e+04","9.169871e+03","4.671976e+01","8.026003e+01","1.260977e+01","5.772857e+01","2.016316e+00","3.631831e+01","1.293301e+02","3.158281e+03","1.064666e+01","1.014077e+02","2.632836e+00","8.065266e+00","4.834458e+00","1.002222e+03","7.528231e-02","1.542959e+02"
"PI656028","6.692972e+00","6.692972e+00","6.692972e+00","3.330017e+01","1.176943e+02","1.102528e+02","3.328750e+01","3.285874e+02","7.576541e+03","1.335405e-01","8.109349e+02","1.025650e+03","1.512501e+02","1.893739e+02","7.326072e+02","1.254520e+03","2.681569e+02","1.094623e+03","3.138283e+04","5.512461e+04","9.309090e+04","9.757259e+03","1.493950e+04","1.687458e+04","1.261018e+02","2.737126e+01","9.507986e+01","5.293943e+01","2.918861e+02","1.967592e+02","2.532822e+01","6.634922e+02","8.208160e+02","9.187436e+03","9.901652e+02","2.583163e+02","4.462541e+04","4.255037e+01","6.657500e+01","1.038744e+04","4.801939e+02","7.767083e+01","2.565144e+03","1.311329e+02","7.930803e+02","1.444360e+02","7.823949e+02","1.148674e+03","8.116023e+01","4.120079e+03","1.011095e+03","1.130794e+02","8.797784e+02","2.522036e+02","7.264749e+00","7.806326e+02","5.368448e+03","2.372189e+01","2.302982e+02","2.942376e+02","2.670591e+02","6.592218e+01","1.478953e+02","1.117785e+03","1.603874e+02","4.400991e+02","8.465715e+04","2.088869e+04","8.838761e+01","1.443538e+02","4.203394e+01","9.507986e+01","4.394812e+00","5.883077e+01","8.700864e+01","1.082363e+04","1.205861e+01","1.916324e+02","4.853661e+00","1.757925e+01","6.601101e+01","1.610717e+03","2.225675e-02","1.665008e+02"
"PI534053","5.255682e+01","5.255682e+01","5.255682e+01","9.084977e+01","8.270433e+01","9.921747e+01","5.153441e+01","1.611926e+02","6.212742e+03","1.356973e+00","3.245070e+02","6.765690e+02","1.517733e+02","2.030522e+01","4.832636e+02","6.344160e+02","2.220014e+02","2.081301e+02","1.536541e+04","2.454957e+04","7.801573e+04","4.079815e+03","4.851872e+03","1.894634e+04","1.154946e+01","1.087143e+01","1.965282e+01","3.047586e+01","8.367971e+01","1.357306e+02","5.843860e+00","2.655057e+02","5.608251e+02","4.091596e+03","2.296200e+03","1.234474e+02","3.797040e+04","3.264783e+01","1.030688e+02","8.770468e+03","2.328873e+02","1.202470e+02","5.540094e+03","2.430544e+01","3.098932e+02","1.505986e+02","4.217986e+02","1.203614e+03","8.702236e+00","1.379394e+03","7.860588e+02","1.824922e+01","3.311644e+02","2.309891e+01","6.528915e-01","1.086750e+03","3.380788e+03","1.532352e+01","2.471839e+02","2.694873e+01","8.334833e+01","1.697469e+00","1.197489e+01","2.707676e+02","1.487130e+02","1.994247e+03","2.749394e+04","2.267377e+04","4.524613e+01","4.470984e+01","3.849818e+00","1.965282e+01","1.131646e-01","1.425093e+01","6.832386e+02","8.875346e+03","4.526323e+00","1.050893e+02","3.731506e-01","4.526584e-01","1.530800e+02","1.087616e+03","2.261621e-01","4.542489e+02"
"PI597960","7.270786e+00","7.270786e+00","7.270786e+00","1.108478e+02","5.763342e+01","1.520365e+02","2.977919e+01","1.174043e+02","2.183484e+03","1.079883e+00","4.070786e+02","5.313229e+02","6.412010e+01","1.235284e+01","3.795164e+02","6.010043e+02","1.652762e+02","4.011171e+02","7.973259e+03","3.051937e+04","7.306438e+04","4.288887e+03","6.252712e+03","1.049328e+04","7.659058e+01","2.707354e+01","1.972592e+01","2.194712e+01","1.763269e+02","9.529972e+01","6.117340e+01","3.330643e+02","4.183137e+02","5.086561e+03","8.902608e+02","9.602422e+01","2.791270e+04","2.500896e+01","5.955838e+01","8.157831e+03","1.746233e+02","6.948477e+01","2.021577e+03","5.988552e+01","5.502553e+02","6.187486e+01","4.692911e+02","4.927537e+02","5.294073e+00","1.374319e+03","7.679736e+02","3.756730e+01","3.611527e+02","1.531812e+02","5.172550e-01","2.649961e+02","2.987904e+03","2.045320e+01","8.316749e+01","1.787113e+02","2.352978e+02","1.779543e+01","4.434053e+01","3.241098e+02","9.582050e+01","9.610999e+02","3.543203e+04","1.300711e+04","4.554378e+01","5.796854e+01","2.553019e+01","1.972592e+01","1.186362e+00","1.705841e+01","9.452022e+01","3.119263e+03","1.228722e+01","9.562134e+01","1.326743e+00","4.745447e+00","5.935072e+01","9.784873e+02","1.799806e-01","5.542389e+02"
"PI576373","4.804817e+01","4.804817e+01","4.804817e+01","7.217821e+01","7.007287e+01","1.909546e+02","6.120904e+01","2.153282e+02","3.681867e+03","4.861641e+00","1.195180e+03","9.791009e+02","1.181776e+02","1.952766e+01","6.993578e+02","4.628411e+02","2.023497e+02","1.931374e+01","1.624141e+04","1.611319e+04","1.079665e+05","6.700895e+03","8.661544e+03","1.796884e+04","2.228484e+01","2.662925e+01","3.890709e+01","3.081940e+01","2.214176e+02","3.213898e+02","2.411836e+01","9.778742e+02","8.173722e+02","2.685532e+03","3.315491e+03","1.538775e+02","4.701022e+04","5.175104e+01","1.224181e+02","1.214363e+04","3.020774e+02","1.428211e+02","5.812591e+03","9.140498e+01","4.426817e+02","1.143117e+02","4.764175e+02","9.106275e+02","8.368999e+00","3.386401e+03","1.637106e+03","2.062225e+01","5.808829e+02","4.456968e+01","8.994992e+00","6.833500e+02","5.015464e+03","1.509775e+01","2.536048e+02","5.199796e+01","2.159110e+02","2.716135e+00","4.697573e+01","1.333162e+01","1.066879e+02","1.956295e+03","4.908208e+04","2.228606e+04","4.215718e+01","8.132995e+01","7.428280e+00","3.890709e+01","1.810756e-01","7.016642e-01","6.246262e+02","5.259809e+03","1.016314e+01","9.958418e+01","3.363542e-01","7.243026e-01","2.210327e+02","1.622408e+03","8.102735e-01","3.608911e+02"
"PI533761","9.904353e+00","9.904353e+00","9.904353e+00","2.741438e+01","5.048949e+01","5.664554e+01","3.892168e+00","1.107902e+02","5.290089e+03","1.648388e-01","4.274194e+02","5.818671e+02","6.859593e+01","1.317484e+01","4.156194e+02","4.544816e+02","7.202082e+01","1.060936e+03","1.502491e+04","2.506105e+04","6.625207e+04","6.478002e+03","7.373878e+03","1.036973e+04","5.168038e+01","3.019205e+01","4.186549e+01","5.666523e+01","1.394950e+02","9.657834e+01","2.993928e+01","3.497068e+02","4.666594e+02","4.176842e+03","7.397943e+02","9.646715e+01","2.689648e+04","7.959950e+00","7.784336e+00","7.394221e+03","1.695742e+02","9.081726e+00","1.452620e+03","8.367266e+01","5.471346e+02","6.570997e+01","4.428105e+02","5.227938e+02","5.646361e+00","1.342447e+03","7.361458e+02","7.670947e+01","4.520376e+02","1.033608e+02","1.232771e+01","5.333107e+02","4.539912e+03","8.297192e+00","2.586755e+02","1.205876e+02","2.725077e+02","2.598844e+01","1.069213e+02","5.779752e+02","2.404652e+02","4.010820e+02","4.178531e+04","1.282075e+04","5.736055e+01","7.349649e+01","1.722679e+01","4.186549e+01","1.732563e+00","3.041975e+01","1.287566e+02","7.557270e+03","1.388022e+01","1.316700e+02","8.937877e-01","6.930252e+00","4.931962e+01","1.366540e+03","2.747314e-02","1.370719e+02"
"PI655999","2.539070e+00","2.539070e+00","2.539070e+00","2.039585e+01","1.153044e+02","6.773628e+02","8.180285e+01","5.531723e+02","1.498979e+04","2.150409e-01","1.304674e+03","1.570011e+03","1.777727e+02","3.166402e+02","1.121437e+03","7.766032e+02","2.810242e+02","1.115274e+03","2.156034e+04","6.923553e+04","1.217066e+05","1.748182e+04","2.834065e+04","3.793499e+04","1.560224e+02","9.453414e+01","1.092080e+02","8.255826e+01","3.892581e+02","1.701997e+02","2.442567e+02","1.067461e+03","1.194055e+03","1.153926e+04","1.113474e+03","4.864431e+02","9.902016e+04","7.777469e+01","1.636057e+02","1.357245e+04","8.505944e+02","1.908733e+02","2.183380e+03","9.585100e+01","8.016245e+02","1.708034e+02","8.462098e+02","1.359458e+03","1.357029e+02","6.192340e+03","1.578509e+03","2.096571e+02","1.297324e+03","3.120447e+02","5.322826e+01","2.043227e+03","1.491913e+04","1.493345e+01","3.244273e+02","3.640522e+02","7.999695e+02","4.755897e+01","6.271276e+01","8.354452e+02","6.799219e+02","3.503891e+02","1.605970e+05","4.683730e+04","6.813982e+01","2.102439e+02","5.200746e+01","1.092080e+02","3.170598e+00","4.397080e+01","3.300791e+01","2.141399e+04","4.472931e+01","1.620521e+02","1.375323e+00","1.268239e+01","7.423157e+01","3.971757e+03","3.584016e-02","1.019793e+02"
"PI656097","8.390348e+00","8.390348e+00","8.390348e+00","2.409223e+01","6.743533e+01","4.022022e+01","5.619411e+00","4.171567e+01","2.561751e+03","1.808372e-01","3.325117e+02","4.141708e+02","3.179931e+01","1.715122e+01","2.958363e+02","3.883746e+02","2.908483e+01","6.739187e+02","9.284575e+03","1.480015e+04","2.127702e+04","4.693424e+03","6.144106e+03","6.929559e+03","2.719967e+01","1.559795e+01","2.307494e+01","2.834945e+01","1.480891e+02","3.072678e+01","1.643791e+01","2.720550e+02","3.352928e+02","2.466692e+03","3.068275e+02","5.696947e+01","1.858234e+04","6.791841e+00","1.123882e+01","2.377751e+03","8.074238e+01","1.311196e+01","1.500581e+03","6.067951e+01","1.763610e+02","2.964419e+01","1.948517e+02","2.349984e+02","7.350523e+00","1.673356e+03","3.800718e+02","7.267276e+01","3.585536e+02","5.439935e+01","1.426555e+01","7.627700e+02","2.500270e+03","7.229503e+00","9.509027e+01","6.346590e+01","1.429652e+02","3.003305e+00","8.917014e+00","4.737103e+02","5.948972e+01","7.259916e+02","3.481660e+04","8.610360e+03","2.662924e+01","5.748145e+01","9.066558e+00","2.307494e+01","2.002204e-01","2.493212e+01","1.090745e+02","3.659644e+03","7.287271e+00","6.089403e+01","1.431106e-01","8.008814e-01","2.045517e+01","6.910693e+02","3.013954e-02","1.204612e+02"
"PI534144","8.467464e-01","8.467464e-01","8.467464e-01","9.803666e+00","4.339589e+01","2.271911e+01","1.331345e+01","1.362845e+02","5.913126e+03","3.758738e-02","2.385797e+02","3.640843e+02","5.701561e+01","1.138489e+01","2.600602e+02","4.140583e+02","6.461046e+01","1.466179e+02","4.873277e+03","3.369247e+04","4.477068e+04","3.268674e+03","6.442977e+03","1.131038e+04","4.346394e+01","3.494546e+01","2.167554e+01","1.192153e+00","1.228823e+02","1.620511e+02","1.465445e+01","1.952016e+02","2.969179e+02","5.615412e+03","6.886838e+02","1.174661e+02","3.052428e+04","5.542848e+00","2.662689e+01","5.005128e+03","2.076141e+02","3.106471e+01","1.871513e+03","2.476696e+00","3.523539e+02","5.442771e+01","3.276920e+02","4.328338e+02","4.879236e+00","2.058569e+03","6.635134e+02","6.671201e+01","2.255162e+02","8.692787e+01","2.336282e+00","3.367785e+02","2.613395e+03","8.987288e+00","1.427388e+02","1.014158e+02","2.587024e+02","6.172049e+00","1.202971e+01","3.441419e+02","1.181557e+02","1.918750e+02","3.651020e+04","1.406407e+04","3.073939e+01","3.473383e+01","1.448798e+01","2.167554e+01","4.114700e-01","1.811273e+01","1.100770e+01","8.447324e+03","1.402568e+01","7.180673e+01","2.386382e-01","1.645880e+00","4.591226e+01","8.936041e+02","6.264563e-03","4.901833e+01"
"PI576399","2.065872e+00","2.065872e+00","2.065872e+00","2.953730e+01","5.896506e+01","1.914620e+02","3.156644e+01","1.878555e+02","8.466357e+03","2.740485e-01","5.330400e+02","7.125089e+02","1.140973e+02","8.711961e+01","5.089350e+02","6.995924e+02","1.068659e+02","5.987140e+02","9.126100e+03","2.553983e+04","8.657400e+04","7.157681e+03","7.956021e+03","1.395469e+04","6.757782e+01","2.614042e+01","3.979455e+01","3.670176e+01","1.491510e+02","3.590181e+02","2.104010e+01","4.361237e+02","5.812392e+02","4.256638e+03","9.981757e+02","1.498183e+02","3.774616e+04","3.364925e+01","6.313287e+01","9.663697e+03","2.762785e+02","7.365502e+01","1.539796e+03","7.428242e+01","4.935700e+02","1.032951e+02","5.200214e+02","8.155588e+02","3.733698e+01","2.135060e+03","9.744299e+02","9.104178e+01","3.578357e+02","1.351556e+02","8.199508e+00","3.676668e+02","3.214253e+03","1.289083e+01","1.598335e+02","1.576816e+02","2.393368e+02","2.036226e+01","7.555539e+01","6.875559e+02","2.674308e+01","4.074782e+02","4.508412e+04","1.720938e+04","4.608238e+01","5.457912e+01","2.252594e+01","3.979455e+01","1.357484e+00","3.618715e+01","2.685633e+01","1.209480e+04","1.187460e+01","1.037463e+02","2.466926e+00","5.429935e+00","6.654505e+01","1.143448e+03","4.567475e-02","1.476865e+02"
"PI48770","1.177358e+01","1.177358e+01","1.177358e+01","3.500449e+01","5.815996e+01","1.805799e+02","1.629696e+01","1.609630e+02","5.817782e+03","5.343337e-01","4.519116e+02","6.994936e+02","8.880492e+01","3.116071e+01","4.996383e+02","4.131643e+02","5.692144e+01","7.122438e+02","1.114060e+04","3.149395e+04","5.749662e+04","8.616665e+03","9.520898e+03","1.603265e+04","2.898678e+01","2.757972e+01","5.257022e+01","5.507778e+01","2.011002e+02","1.088247e+02","6.082862e+00","3.697458e+02","5.632911e+02","5.248991e+03","4.011869e+02","1.466137e+02","4.315885e+04","3.288657e+01","3.259392e+01","6.406344e+03","2.516537e+02","3.802624e+01","2.235805e+03","1.124428e+02","5.295952e+02","8.531251e+01","5.525608e+02","6.790077e+02","1.335459e+01","2.962316e+03","6.410941e+02","7.793707e+01","4.466613e+02","5.797355e+01","1.758276e+01","1.358054e+03","4.261431e+03","1.024678e+01","9.032944e+01","6.763581e+01","2.535562e+02","6.140131e+00","4.856560e+01","6.787527e+02","5.977230e+01","7.973262e+02","5.395175e+04","1.994938e+04","3.798102e+01","7.237644e+01","9.662259e+00","5.257022e+01","4.093420e-01","3.572383e+01","1.530565e+02","8.311118e+03","1.283729e+01","8.289578e+01","1.810651e+00","1.637368e+00","2.674579e+01","1.143002e+03","8.905562e-02","1.750225e+02"
"PI534148","5.972550e+01","5.972550e+01","5.972550e+01","5.520118e+01","6.332484e+01","1.744803e+01","2.320839e+01","4.229856e+01","6.645337e+03","9.089888e-01","4.034240e+02","8.438361e+02","1.375793e+02","7.045536e+00","6.027401e+02","2.732585e+02","8.276064e+01","6.039237e+01","6.500063e+03","1.090995e+04","8.371897e+04","2.119838e+03","1.910760e+03","6.707724e+03","2.114902e+01","6.934195e+00","6.127851e+00","9.067661e+00","3.673738e+01","7.553067e+01","5.964305e+00","3.300742e+02","6.398703e+02","1.818325e+03","1.019717e+03","6.279755e+01","1.727817e+04","1.414052e+01","4.641678e+01","9.347429e+03","8.598772e+01","5.415292e+01","1.899397e+03","5.852074e+01","2.525623e+02","1.344859e+02","2.463837e+02","1.072793e+03","3.019515e+00","7.518706e+02","7.142531e+02","1.545845e+01","6.830511e+02","4.229805e+01","1.242036e+01","1.536480e+02","1.028808e+03","6.357023e+00","3.532612e+02","4.934772e+01","4.973225e+01","1.267966e+01","5.771429e+00","4.076260e+01","3.324274e+01","1.075873e+03","1.082764e+04","8.278318e+03","4.197836e+01","1.167936e+02","7.049675e+00","6.127851e+00","8.453108e-01","2.145400e+00","7.764315e+02","9.493338e+03","2.773678e+00","1.055911e+02","3.629736e-01","3.381243e+00","6.798113e+01","6.351481e+02","1.514981e-01","2.760059e+02"
"PI656023","3.464797e+00","3.464797e+00","3.464797e+00","2.487877e+01","8.845906e+01","1.815629e+02","3.120532e+01","4.158641e+02","2.359176e+04","7.826890e-01","1.818365e+03","2.608786e+03","2.534767e+02","3.312026e+02","1.863418e+03","7.880339e+02","2.523921e+02","6.155183e+02","2.354734e+04","5.093026e+04","1.284207e+05","1.064191e+04","9.758534e+03","3.037014e+04","3.860654e+01","3.106963e+01","3.980831e+01","4.814751e+01","2.199482e+02","2.492527e+02","1.132350e+02","1.487753e+03","2.176129e+03","8.488376e+03","6.997054e+02","3.286598e+02","8.237256e+04","6.086630e+01","6.241064e+01","1.430007e+04","6.091559e+02","7.281242e+01","1.723171e+03","1.489444e+02","9.831754e+02","2.472333e+02","1.048131e+03","1.971623e+03","1.419440e+02","4.126621e+03","1.434321e+03","1.598226e+02","5.852841e+02","7.721308e+01","1.565941e+01","7.226721e+02","5.841403e+03","1.589217e+01","2.207227e+02","9.008192e+01","2.776416e+02","7.330223e+01","8.658178e+00","8.669920e+02","1.954939e+02","2.383780e+02","5.529836e+04","3.773588e+04","6.862253e+01","8.576254e+01","1.286885e+01","3.980831e+01","4.886815e+00","4.563116e+01","4.504237e+01","3.370251e+04","1.371817e+01","1.542777e+02","5.033365e+00","1.954726e+01","4.664702e+01","1.979501e+03","1.304482e-01","1.243938e+02"
"PI656080","1.295205e+01","1.295205e+01","1.295205e+01","3.623978e+01","2.051762e+01","3.678712e+01","5.545358e+00","4.677974e+01","1.692946e+03","2.404222e-01","2.612387e+02","4.262670e+02","5.668494e+01","2.890993e+01","3.044764e+02","2.468050e+02","1.705363e+01","4.446643e+02","1.358080e+04","1.917167e+04","3.976135e+04","4.257301e+03","6.311458e+03","6.547803e+03","6.652697e+01","2.097825e+01","2.859009e+01","2.428274e+01","1.509851e+02","7.641793e+01","8.311838e+00","2.137408e+02","3.293979e+02","3.195278e+03","6.671173e+02","4.925829e+01","1.725039e+04","1.606400e+01","1.109072e+01","4.447577e+03","7.857658e+01","1.293917e+01","1.460950e+03","1.214308e+01","2.788947e+02","5.440968e+01","3.032350e+02","4.330021e+02","1.238997e+01","1.269528e+03","5.304096e+02","7.814250e+01","3.306538e+02","1.330539e+02","4.454822e+00","4.363925e+02","3.579410e+03","1.106544e+01","9.233911e+01","1.552296e+02","1.501466e+02","3.280811e+01","2.961531e+01","3.448301e+02","1.792775e+02","9.349366e+02","3.576493e+04","8.050793e+03","3.849131e+01","5.600139e+01","2.217566e+01","2.859009e+01","2.187207e+00","1.814895e+01","1.683767e+02","2.418494e+03","8.709261e+00","8.402982e+01","2.458674e+00","8.748829e+00","4.447448e+01","1.036702e+03","4.007037e-02","1.811989e+02"
"PI329440","4.485290e+01","4.485290e+01","4.485290e+01","8.896180e+01","2.951718e+01","5.235144e+01","1.062567e+01","1.079401e+02","4.527642e+03","1.885636e+00","2.736049e+02","4.142926e+02","5.007989e+01","1.219531e+01","2.959233e+02","5.003662e+02","1.216300e+02","4.902451e+01","3.198730e+03","2.133911e+04","5.042266e+04","3.692972e+03","3.930864e+03","1.795410e+04","3.230638e+01","2.004103e+01","1.161948e+01","2.091150e+00","1.163023e+02","1.335474e+02","1.066968e+01","2.238585e+02","3.153086e+02","3.556518e+03","1.358242e+03","8.616359e+01","4.660495e+04","9.237570e+00","2.125134e+01","5.662884e+03","1.588121e+02","2.479323e+01","5.315600e+03","6.039517e+00","1.711945e+02","4.984660e+01","1.946827e+02","3.985395e+02","5.226560e+00","1.400116e+03","1.371220e+03","1.031284e+01","2.443907e+02","6.461276e+01","2.114347e+01","1.118043e+03","4.438321e+03","4.764853e+00","3.149945e+01","7.538155e+01","1.703050e+02","2.090185e+00","6.747419e+01","2.120822e+02","2.198824e+02","1.608933e+03","2.227490e+04","2.185672e+04","1.895371e+01","2.673729e+01","1.076879e+01","1.161948e+01","1.393457e-01","1.116222e+01","5.830877e+02","6.468060e+03","9.540699e+00","3.938709e+01","1.402591e+00","5.573827e-01","9.054946e+01","1.451305e+03","3.142727e-01","4.448090e+02"
"PI576437","1.129183e+00","1.129183e+00","1.129183e+00","1.815110e+01","7.647384e+01","1.993592e+02","5.510117e+01","2.645388e+02","1.034403e+04","1.005560e-01","7.389856e+02","9.893282e+02","1.817422e+02","2.080125e+02","7.066630e+02","6.111215e+02","7.053405e+01","6.569749e+02","1.610958e+04","5.131910e+04","9.541961e+04","1.155358e+04","1.588583e+04","1.834130e+04","7.682843e+01","5.093239e+01","4.124185e+01","2.295449e+01","3.092940e+02","3.451073e+02","1.964094e+01","6.046246e+02","8.027882e+02","8.553183e+03","9.569058e+02","2.201449e+02","4.878839e+04","4.413636e+01","1.102023e+02","1.064471e+04","3.965594e+02","1.285694e+02","1.901439e+03","6.342709e+01","1.375262e+03","1.770741e+02","1.193182e+03","1.411925e+03","8.914822e+01","6.567704e+03","1.996931e+03","1.633557e+02","5.875641e+02","1.536569e+02","1.979533e+01","1.090616e+03","7.865747e+03","9.430245e+00","2.797951e+02","1.792663e+02","4.556835e+02","4.351897e+01","2.839270e+01","7.284268e+02","4.321411e+02","2.130507e+02","9.001969e+04","2.256800e+04","4.247928e+01","8.669408e+01","2.560948e+01","4.124185e+01","2.901264e+00","3.833825e+01","1.467938e+01","1.477719e+04","2.320267e+01","1.073663e+02","3.003672e+00","1.160506e+01","6.379372e+01","2.800275e+03","1.675933e-02","9.075550e+01"
"PI533755","2.311728e+01","2.311728e+01","2.311728e+01","5.444659e+01","3.199165e+01","6.022098e+01","1.062423e+01","1.131657e+02","7.099513e+03","1.284569e+00","4.881988e+02","6.628907e+02","7.766143e+01","1.392572e+01","4.734934e+02","4.016505e+02","2.835510e+01","3.909218e+02","1.368756e+04","2.227309e+04","7.845616e+04","5.067913e+03","8.720012e+03","1.471748e+04","3.057432e+01","1.641932e+01","2.268442e+01","2.114787e+01","1.434256e+02","5.983704e+01","1.543275e+01","3.994354e+02","5.505575e+02","3.712182e+03","2.910423e+02","9.330499e+01","3.966485e+04","1.553498e+01","2.124847e+01","8.730286e+03","1.689305e+02","2.478988e+01","2.582276e+03","7.169387e+01","3.520409e+02","7.508599e+01","3.467232e+02","5.981125e+02","5.968167e+00","1.823811e+03","5.950844e+02","7.384423e+01","3.329338e+02","6.114863e+01","1.078194e+01","2.817763e+02","3.530035e+03","6.747964e+00","2.399460e+02","7.134007e+01","1.453035e+02","5.155101e+00","5.746924e+01","1.379575e+02","1.977939e+02","1.393037e+03","4.941340e+04","1.823882e+04","3.724237e+01","5.324619e+01","1.019144e+01","2.268442e+01","3.436734e-01","7.260918e+00","3.005246e+02","1.014216e+04","7.267827e+00","9.113742e+01","6.031498e-01","1.374694e+00","1.940282e+01","1.087205e+03","2.140949e-01","2.722330e+02"
