,PC_18_3__0_0,PC_18_2__0_0,PC_15_0__0_0,PC_17_0__0_0_1,PC_18_0__9_0_CHO,PC_17_0__0_0_2,PC_18_3__18_3__PC_14_0__22_6,PC_16_3__16_0_PC_14_0__18_3__PC_16_2__16_1,PC_16_2__18_2__PC_14_0__20_4__PC_16_1__18_3,PC_16_1__20_4__PC_16_0__20_5__PC_18_2__18_3,PC_16_0_20_5,PC_16_1__16_1,PC_16_1__17_2__PC_15_0__18_3__PC_15_1__18_2,PC_17_2__18_2__PC_15_0__20_4,PC_14_0__18_2_PC_16_2__16_0,PC_16_2__18_2__PC_16_1__18_3__PC_14_0__20_4,PC_18_2__18_3__PC_16_0__20_5__PC_16_1__20_4,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_1,PC_16_1__17_2__PC_15_1__18_2__PC_15_0__18_3,PC_16_1__17_1__PC_15_0__18_2,PC_18_2__18_2__PC_16_0__20_4,PC_14_0__18_2__PC_16_2__16_0,PC_16_0__18_3__PC_16_2__18_1,PC_16_0_20_4,PC_16_0__20_5__PC_18_2__18_3__PC_16_1__20_4,PC_18_2__20_4__PC_16_0__22_6_1,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_2,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_1,PC_16_0__16_1__PC_14_0__18_1_1,PC_16_1__18_2__PC-DAG_16_0__18_3__PC_16_0__18_3,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_2,PC_16_0__18_1_1_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_2,PC_18_2__20_4__PC_16_0__22_6_2,PC_18_1__18_2__PC_16_0__20_3,PC_16_0__18_2__PC_16_1__18_1,PC_16_0__16_1__PC_14_0__18_1_2,PC_18_2__20_1__PC_18_0__20_3,PC_16_0__18_1_2_1,PC_17_1__18_1__PC_17_0__18_2_1,PC_18_0__18_3__PC_16_0__20_3__PC_18_1__18_2,PC_18_2__20_4__PC_16_0__22_6_3,PC_18_2__20_2__PC_18_0__20_4__C_18_1__20_3__PC_16_0__22_4,PC_16_0__16_0_1,PC_16_0__18_0,PC_18_1__18_2__PC_18_0__18_3__PC_16_0__20_3,PC_17_1__18_1__PC_17_0__18_2_2,PC_16_0__18_1_1_2,PC_16_0__18_1_2_2,PC_18_1__18_1_PC_18_0__18_2,PC_16_0__16_0_2,PC_16_0__18_1_3,PC_18_1__20_1__PC_19_1__19_1__PC_18_2__20_0,PC_18_1__20_4,PC_18_0__18_2__PC_18_1__18_1,PC_18_2__20_1__PC_18_0__20_3_1,PC_17_0__18_1,PC_18_1__18_1__PC_18_0__18_2_1,PC_18_2__20_1__PC_18_0__20_3_2,PC_18_1__19_1,PC_18_0__20_2__PC_19_1__19_1__PC_18_1__20_1__PC_18_2__20_0,PC_18_0__20_2__PC_18_1__20_1__PC_19_1__19_1,PC_18_1__22_1__PC_20_1__20_1__PC_18_2__22_0,PC_19_1__22_1,PC_18_1__24_1__PC_18_2__24_0,PC_18_1__24_0,LPC_18_3
PI656030,471.7722,2400252,8731.307,92903.31,282669.84,5563.7407,38867.074,4362.455,32582.291,21610.684,37567.387,8890.937,110609.89,30840.799,176324.7,78709.7,127438.18,22025.35,50297.945,8614466,190024.9,13406274,625674.6,40284.74,904763.4,1811388.8,39882.953,1349.1575,57982.492,1039.9048,60382.12,41072.062,1731.2831,774177.75,27075.576,220958.1,12638517,89437.945,8550981,195021.67,148.3569,217631.67,297927.4,1211834.9,348206.25,88891.43,430346.53,6673.889,863251.5,781316.56,6197.79,8516.583,157359.61,6483.371,17392.467,16574.283,38653.285,8126.67,9950.734,42686.36,10216.115,1934.4211,39555.76,173.05872,334.96262,4234.686,4551.6304,92903.31
PI564165,498.4882,1285067.2,6941.8945,28963.17,49672.258,3286.7222,58653.71,14836.399,23361.145,30156.518,9103.28,29190.49,201596.66,16525.805,284327.75,352748.4,144677.17,19371.332,54702.96,17249528,323356.28,12815267,2446184.2,28476.064,118847.14,773207.4,67911.69,1796.2107,170210.98,9060.401,87058.3,14134.086,3455.1362,2344434.2,15528.601,71676.72,7585556.5,63871.934,6200777,415678.53,427659.3,95384.41,799171.25,477166.84,38062.59,77965.43,426933.44,12602.969,459988.66,207367.34,20849.938,22314.281,19363.365,3673.895,15976.586,12515.952,44165.957,30634.61,14615.638,7375.7144,41679.016,19040.219,51213.414,3057.6804,963.55475,46692.234,6462.895,28963.17
PI533758,278.79944,1552389.2,1985.1588,95459.75,436348.56,11251.072,26384.904,14467.607,18688.922,58767.9,16496.873,19614.56,151667.5,12261.737,175981.64,106745.95,230765.6,32359.006,45074.457,12844833,10205.027,21042656,2364515.8,3073708.5,90297.56,2256841.2,173743.42,9184.866,79761.266,13523.273,165698.5,26472.918,23716.486,2812416,97459.3,97459.3,10718256,87183.18,13166632,1004674.1,2053.121,29432.09,419059.62,2069478.6,10980.645,102212.086,943536.75,20857.227,346956.56,1134034.2,158750,25472.033,182655.86,6756.3755,27756.686,32716.557,29532.744,17587.223,9612.691,61790.586,27267.248,4374.4697,54231.14,1875.8761,5021.0303,53824.62,4993.3486,95459.75
PI533869,1190.5339,1336734.9,3515.3628,11313.632,298441.4,2236.888,2998.1843,18551.605,18642.658,18551.605,8433.554,4054.8984,160725.83,16544.873,148736.08,138680.16,155525.77,8622.493,41709.105,5431176,64193.91,9538230,1401333.8,373006.1,61705.73,1715295,46456.098,4009.1025,61942.266,21008.271,110929.68,39797.547,18436.832,325574.25,21365.893,118899.05,3542969.2,171810.7,11823091,1224882,18865.934,59723.26,255193.66,1917923.4,36413.87,123160.24,1230285.8,7158.5713,162579.08,578260.5,4098.9834,13863.855,126731.73,16075.329,59495.277,22452.11,42755.24,2373.2576,4289.9326,131936.77,4775.0513,19639.14,76227.87,3120.2175,3803.2969,46903.977,7594.9263,11313.632
PI534070,418.77838,2374739.2,17613.996,74663.02,189460.84,2589.6926,4331.941,3038.188,14330.745,15698.286,1382.7156,19837.502,90124.04,62601.9,46138.035,110141.734,77244.02,5537.8887,33028.64,7423318,185983.1,7521945.5,2017795.4,564870,230485.12,525341.06,16586.607,2546.6094,64071.438,2102.892,74247.08,35964.61,1419.1094,1261151.1,29880.703,164718.14,4384197.5,38339.184,5617543,927409.5,654735.1,43649.79,461648.62,329836.34,40165.7,63089.727,418772.47,14785.759,229970.83,253776.5,6156.5693,4571.387,13165.243,4705.619,14649.283,18444.469,21847.44,18049.213,2167.9675,24102.473,19394.873,17090.617,62036.47,2161.041,1407.217,51667.555,4842.851,74663.02
PI576345,379.7527,1398497.1,20913.154,14706.024,91434.42,9727.174,5437.3047,5951.773,21306.475,7431.022,25339.828,23735.154,207304.75,40882.406,129759.54,132276.86,105563.57,20959.535,16145.84,9316455,214220.16,19590010,2655165,1361438.9,792746.25,1294400.4,232510.06,2650.4973,66648.49,1337.4015,58630.312,57326.19,11434.811,1658447.6,17392.396,81285.164,6146070,118764.54,7842096.5,917467.6,663754.5,19675.719,443310.8,858455.4,22369.691,106825.516,270878.6,15322.394,559746.9,757343.6,15511.901,13493.107,104883.07,15177.522,16706.984,2994.7764,36503.93,21842.633,6616.2056,28254.258,29175.846,2382.8416,67704.586,1324.8967,2290.7244,73682.8,7806.208,14706.024
PI656072,400.25256,1257091,17199.24,15318.025,133647.14,56967.31,19934.438,14391.817,28307.129,14391.817,18944.3,23349.02,290783.94,41503.496,218980.5,182972.39,223113.56,6159.0737,30922.97,8378917.5,99974.445,18493888,678583.25,3534880.8,410568.5,3831035.8,474682,31277.51,97964.39,25039.877,130102.74,30909.191,18778.234,818300.1,13259.76,214657.11,7915126.5,340136.72,17801130,2339205.2,27062.186,29352.135,355340.78,3019380.8,34039.156,233749.94,904278.75,46246.043,266653.44,942637.9,71014.43,16190.32,248623.47,28639.316,46847.99,26943.791,107330.76,3206.2969,12416.901,180815.69,4424.605,10672.6455,111992.46,14545.44,7447.887,222012.53,9847.822,15318.025
PI656005,802.0652,3674919.5,14521.787,220918,631847.75,22521.406,49329.41,1636.9789,48257.36,33878.188,46088.375,21285.984,110063.86,99908.97,175251.66,186676.55,191559.8,12032.806,102314.61,15458673,697244.4,20418910,2898709.2,39592.062,2642675,1808796.5,65388.766,7967.306,135765.08,4782.269,128708.84,69181.625,4218.5405,1406837,62795.355,715786.2,14790475,106388.13,12679323,286927.16,1413.6643,998225.3,749467.56,1155652.9,619293.8,8769.633,1118457.9,33673.38,732322.2,983850.1,15488.864,7045.1553,101257.17,42512.55,80754.734,42319.418,122954.11,8486.82,24605.787,64593.105,8509.154,2857.6895,68214.29,854.8706,10558.548,4312.3984,502.16553,220918
PI34911,465.43008,1415550,3256.14,15757,120051.67,24498.78,7876.504,3268.412,39119.35,16190.219,17617.227,4813.712,79882.58,4288.94,147184.81,182420.42,226679.05,16689.275,39825.133,7400638.5,70419.96,18314432,2295821.8,201224.56,74220.33,1077697,111332.766,42965.254,148489.44,21666.56,153433.95,33916.062,7587.866,1201552,39377.31,156005.7,9361113,6671.903,16358755,361944.12,3884.4556,44317.51,720626.2,1402993,110756.01,34756.12,2496956.5,72019.84,252655.84,1519768.6,16201.85,32625.488,72270.76,71884.76,85671.69,55117.926,218464.81,9021.525,29449.822,177157,12201.576,88129.586,172930.9,20461.465,19727.309,130256.03,6555.936,15757
PI576332,97.09907,2540194.5,9874.482,46625.72,136797.36,55443.293,29115.67,7133.3916,12100.004,23269.455,28973.62,17414.91,139976.83,17839.664,118910.4,92069.18,120701.07,16996.104,22948.592,8659158,198073.53,12473888,1025574.5,11943.601,293861.28,1383351.4,48681.133,609.2501,59695.977,1344.2465,83548.984,16322.944,12032.174,1015624.06,53440.28,77767.48,10298284,74847.82,8587259,240807.94,183.91287,152468.45,225443.05,839493.4,219629.89,21770.822,511266.84,15509.055,616693.7,600463.75,23339.633,4621.7573,91515.375,16067.11,21700.15,11406.221,39908.207,13262.96,5410.7134,41378.55,4054.3684,611.28406,34945.12,655.3305,807.7292,16223.811,2592.8604,46625.72
PI656000,555.07227,1545500.9,2899.3281,69477.09,339369.75,2168.0337,18517.941,18952.684,35900.184,18952.684,26792.78,21772.332,248944.83,37740.945,114246.05,336169.25,258501.03,24726.35,44987.785,16365641,114498.7,10359867,690392.1,1080459.1,853044,2057831.9,234866.19,9062.924,224373.48,15888.497,185462.42,153616.69,17999.742,2304772,39051.297,191358.67,9413729,182056.2,14718614,1207047,1207047,36714.094,747587.3,1396370.6,61963.496,169098.03,1196134.2,29682.738,689224.06,938017.7,35315.652,33490.5,199622.2,11085.146,26237.336,30878.877,39426.19,6086.151,20778.465,61221.363,19037.248,44575.254,90757.21,17073.402,11732.078,192058.6,6172.634,69477.09
PI656111,179.39091,775246.6,1689.2694,93820.63,262027.7,13469.797,47412.543,2932.2168,24239.395,11683.455,3023.9568,21756.688,194634.02,20733.406,122827.6,156690.12,104315.73,24536.65,71348.2,7968240.5,115912.125,5079301.5,470619.72,1061354.4,259475.14,1243560.4,29694.07,7731.7534,130890.984,9405.991,136431.4,92141.11,15012.945,2308167,57522.824,114765.31,7803169.5,142316.78,8790559,866930.8,29830.791,53142.89,370510.56,961642.7,15556.211,63114.81,667764.56,9743.07,437252.94,675819.56,23914.06,17931.549,109743.4,17280.352,53779.45,15755.209,22226.621,20550.281,1902.5,44507.523,30770.08,17461.654,42649.305,2698.136,1796.0369,112344.6,6193.4917,93820.63
PI656037,450.0798,1170710.6,5677.0405,3436.1748,193533.69,4759.4404,8497.255,7170.6045,15782.451,13855.263,12025.912,21012.057,159524.3,20224.018,79374.984,160948.95,132550.92,8996.117,30770.217,4397762,93715.31,19802428,734664.3,304020.38,70915.46,890770.94,88021.19,5914.063,90085.05,10472.714,118609.99,56963.33,2287.4373,1336730.1,47694.234,147190.48,6623589,62817.094,10232433,1516156.9,1145484.6,29334.97,383690.2,1116252.2,75106.83,443488.56,1105878.4,28008.6,134930.7,1145002.6,28873.613,16847.371,72657.33,12341.2705,47119.79,18822.943,109457.63,4476.9004,11302.274,108749.34,4493.6973,33203.2,62090.86,11610.823,10524.265,211884.58,6823.3667,3436.1748
PI656013,0,1371031.5,17178.951,12531.805,51453.895,67388.98,71152.94,5856.944,39553.64,23715.83,4408.1514,42707.875,319810.03,17268.098,170429.5,190416.38,90432.92,55229.04,165555.8,18025202,268683.62,31197308,1152073,996891.25,124007.45,1395468.6,61368.758,58767.242,236972.92,23956.973,175874.95,94338.984,1303.2787,5368172.5,46245.168,322778.72,18688072,105432.86,25693542,341190.22,341190.22,35883.918,863028.25,1465685.9,10337.085,624231.56,1595874.9,41863.676,1135971,1322492.1,19192.389,49097.52,145985.94,31296.416,59150.16,105908.29,219631.02,7782.915,22247.512,128552.56,20954.422,52364.203,98680.6,14187.072,16132.14,230410.38,7526.2007,12531.805
PI576364,481.59744,3005940,32363.826,15897.636,133048.7,51156.086,68892.79,4749.517,58807.79,17000.117,60030.766,25117.445,198828.12,47684.586,320590.2,191373.8,324293.75,31130.793,91625.414,9431038,437594,21007102,838286.25,32440.83,2817026,2939642.5,2130.5771,7267.033,110723.086,7311.2017,146089.95,52626.76,18720.148,1175134,63825.78,549230.44,12868349,171965.19,15993593,35192.63,136.14787,563425.7,662149.75,2783851.5,1034247.4,72958.38,1054724.4,18199.314,371116.3,1317153.1,41138.62,61356.047,274776.75,6403.3477,58323.875,39627.992,134428.72,6596.9873,25497.898,193121.05,3836.4204,5890.4263,57338.938,1917.5392,2344.2158,95175.984,2864.223,15897.636
PI576418,602.2671,7475812,88635.3,17595.516,97143.64,65404.527,12197.156,64481.28,46172.668,16625.113,8936.723,30427.162,301850.34,12094.992,208581.52,220380.84,322772.25,39543.383,81946.68,12538876,121646.47,34489588,4116543.8,850536.1,318115.56,1937925.4,216369.8,32275.146,160033.69,24306.084,253636.62,74176.805,3926.3704,3352863,99262.65,251741.75,20122890,168741.53,24127442,3820226,2280.6648,40661.016,741863,4136551.5,79081,15175.096,1692155.4,25245.975,141402.12,1741822.5,11231.068,46335.42,138275.05,41648.902,103576.89,30182.486,79930.02,2628.6943,13329.245,149489.42,5097.279,32212.467,82149.836,9244.069,12309.06,165800.92,5996.4526,17595.516
PI656056,117.320145,904961.56,1123.217,27946.803,116061.15,20030.059,8609.173,13080.063,30629.945,13080.063,4304.575,18264.521,268071,6679.047,61760.68,143430.39,132250.64,20571.904,21577.877,9961569,140070.53,15435107,3094885.8,712618.8,69477.734,779934.44,61426.47,3400.3994,145305.4,9980.341,158784.5,198568.66,3480.0952,1923840.4,102668.15,114381.21,5434797,83597.02,8181862,983016.2,2212.1702,31069.213,654037,975658,28544.707,22959.896,1245901.1,25992.377,446305.5,850412.5,16488.016,19279.492,52080.49,7674.162,33021.098,36858.37,45632.117,5143.682,9746.3545,71253.56,2964.0251,29950.637,97972.984,11210.906,19114.877,176334.56,3948.5112,27946.803
PI597976,0,1284678.8,17161.602,5003.3115,57775.06,7481.1396,8320.102,2922.0881,1321.8313,2922.0881,2517.2124,3151.1165,102422.26,3920.169,99964.336,103529.305,56240.492,17764.68,14989.067,4782902,5338.125,7996317.5,996955.75,177499.38,493864.3,1026461.25,21944.512,8467.611,56455.75,9941.954,44153.33,29512.117,3541.5237,1051691.2,18144.717,128461.17,4553178,62042.52,7358410,790675.2,17009.094,38432.31,351412.66,1095190.4,11421.243,11619.7705,580012.8,8915.992,239286.25,497539.1,26191.91,1276.2466,90526.766,10380.377,11880.227,35418.46,69001.87,4378.9487,1296.561,108049.484,6270.1763,18970.56,71172.78,1238.845,2176.8926,29201.201,10271.225,5003.3115
PI656022,726.6325,2279219.8,6912.2944,94932.59,428367.84,4149.8916,15457.371,14657.762,7746.2656,22221.162,31086.83,3255.0684,328299.8,53869.83,160590.64,153042.67,132550.12,32905.266,29467.314,14178913,167495.64,9948575,2204437.2,1313012.8,560260.06,2278671.5,250153.08,3453.5005,132006.95,11431.464,76151.7,40074.855,14701.748,2708992.8,135714.77,155819.48,9022091,138573.67,6692139.5,422054.28,422054.28,26598.682,361797.62,1057331.8,16880.148,269540.12,488675.6,12061.333,420254.72,642953.7,54417.65,19904.018,104023.42,7725.567,16550.896,28834.885,72727.33,2407.3667,10883.296,47299.598,20700,21315.33,90764.57,7977.219,3787.4211,144187.06,16242.266,94932.59
PI656093,142.06154,1135865.5,14356.264,41548.258,153059.56,10053.627,26542.492,5408.191,14892.373,5408.191,12625.168,3047.8752,128103.086,5261.6836,79705.5,78411.27,54752.72,10717.044,15398,7080186.5,96264.82,10941732,342994.1,1166003,95862.09,774441.4,33371.16,4771.5684,77955.445,8418.938,50583.035,47749.78,1543.658,1510695.1,60683.49,43228.613,5330573.5,73873.836,5809711,1073973.1,861836.1,26556.77,575552.06,550462.1,26403.756,34233.81,458360.1,12805.405,158777.78,323861.06,23185.992,16109.178,56933.21,7756.1035,20433.176,21729.234,28430.479,4420.902,713.6791,37731.863,1934.6237,1170.1759,38048.668,390.60944,989.0371,38096.234,1348.3059,41548.258
PI601816,208.04378,1733890,3693.8882,10849.644,41714.773,68238.39,74033.15,116972.3,53350.625,27845.213,25000.18,36523.297,434129.28,50252.84,183889.23,240473.72,303887.44,48128.08,185053.69,13816780,244074.03,41084370,4740290,2172129.8,100331.89,2304489.2,89371.875,86216.52,265841,12432.789,256064.62,108275.09,22382.54,2841098.2,180240.73,450248.66,16697699,278814.94,16738852,1233954.6,2099830,39617.055,787940.3,2225861.5,70179.83,722214.06,2079382,60379.57,1686714,1649313.4,12558.148,44896.42,172718.12,25377.287,64170.188,110924.53,205652.64,4616.017,3709.193,224145.55,14350.178,59197.605,207871.19,16462.414,26525.17,404445.9,7669.752,10849.644
PI656017,112.34398,1551339,3062.607,15948.532,59283.375,52024.824,24215.807,6581.8604,40084.668,20179.605,17118.969,40225.36,506491.56,47115.64,202856.12,278233.12,227909.44,50373.254,151946.03,17817886,112167.31,29312202,3137854.2,1069163.6,896125.44,1535360,133415.1,57714.266,211548.8,28354.77,250044.1,111982.61,24139.994,4592638,56651.12,203770.48,20112020,143831.83,18172286,1878382.9,2102.9731,39710.465,818578.56,2110000.2,95299.64,77627.27,1205202.1,41921.586,753232.6,1364137,7662.7334,37603.242,159844.56,13824.059,73223.63,56300.277,134339.88,4503.147,16294.391,126680.79,3856.95,35797.375,155548.42,15673.704,17004.453,362101.25,10420.796,15948.532
PI656075,431.39203,1748669,29858.24,55512.977,307802.1,87969.82,51365.984,3552.803,21692.33,35616.82,32827.832,26122.193,301876.25,42102.04,114406.7,138547.33,148164.8,23841.314,26319.705,10194008,114893.914,20459368,2970884.8,2081031.8,464777.72,2376621.8,338885.28,4261.318,108552.88,9961.24,84659.54,9808.43,8000.575,1407415.9,70257.414,145865.72,3482652.2,150589.45,7946096,1209008.1,21694.203,11921.022,615790.25,1221137.2,52825.22,16183.393,771748.06,34051.277,50198.78,389904.3,30825.023,2520.8328,126732.64,27727.732,41622.3,27286.607,41367.984,6272.4204,12943.573,66749.91,4697.4614,28896.818,83871.47,5256.028,13829.065,98797.39,13736.371,55512.977
PI534108,59.715385,1199800.8,1858.8212,23682.508,175081.22,7987.253,4158.2607,6721.5176,5723.267,25035.26,20040.773,3725.4624,118409.16,7381.5166,82403.11,82593.44,49786.387,11607.693,16617.047,3510030.5,44132.035,10656671,556419.44,1152884.9,78712.76,709527.2,57864.51,8134.1675,46619.293,8496.467,46258.7,19161.816,2927.6506,467536.25,9687.398,24021.676,2971713.5,71006.8,6590818.5,512187.88,479631.62,15305.263,327256.88,739961.3,59598.445,275506.8,614313.44,17278.76,109011.55,398175.75,21432.93,7448.5063,56540.88,13641.306,9508.726,10043.197,6995.3735,1194.4971,2001.7021,77979.625,1970.3196,16721.805,51960.668,3098.43,2616.3215,41343.52,4702.6445,23682.508
PI533871,285.74048,899817.75,3969.8992,14569.46,124645.84,19235.357,11910.532,12059.055,22006.857,12059.055,10707.226,25099.35,213895.47,10864.868,42722.168,165227.47,141725.98,25716.938,38455.89,14812031,135715.92,14183063,380728.47,743397.5,51640.215,536586.75,21482.271,4123.9956,149502.52,9232.833,106607.086,36801.836,1864.2234,3357282,94766.54,25139.227,9165909,7322.203,10307041,799875.75,799875.75,41190.39,212881.8,432485.97,16290.422,268373.34,575089.56,11782.832,588801.75,727900.6,7349.0684,20808.854,32827.465,8580.775,21146.656,16960.047,37131.844,3236.4187,7940.9614,38656.68,994.20776,19073.273,76594.07,1339.5967,10895.015,152474.67,5140.1772,14569.46
PI656062,56.268303,1222273.9,4408.864,45128.67,111903.164,5719.9106,5555.5127,6200.4585,15235.687,21431.098,32902.434,4098.811,143643.61,2599.9282,84364.266,99641.18,54791.44,29426.23,57549.883,10933258,33452.008,15174943,2629064,553541.2,157555.12,1280023.9,68774.31,3064.944,69566.38,4700.7554,66354.734,22748.121,3033.7048,1641418.1,40271.77,137939.88,7459175,76243.34,6458143.5,1005923.5,67324.52,45174.656,489845.5,1208431.4,4476.791,197953.36,533344.9,8317.22,256731.11,487970.06,36028.008,17255.164,87966.58,3806.882,20169.992,11488.062,24779.916,17343.873,843.009,38135.453,19185.906,15385.617,37017.93,519.22675,1073.0485,42172.48,2485.137,45128.67
PI533915,344.50113,996939.3,2261.109,3882.4268,136808.95,19230.605,2583.627,3411.8455,23888.377,11677.244,38298.08,7230.198,174177.81,10001.776,131140.83,217987.1,142061.48,25671.77,19842.916,8725383,92224.78,16177678,1326961.9,1944852.4,451525.78,1143387.1,66382.03,3455.6829,99922.08,19908.324,115023.73,28760.516,13925.724,2366939,84014.1,20701.664,8718507,142957.62,8735133,526866.2,30351.818,22994.81,565048,1375393.6,31577.797,394434.38,1469441.5,20630.326,329152.62,670462.7,25733.078,22075.398,95764.37,7555.2607,45534.4,14477.409,48875.832,2522.5427,12427.218,58785.87,7834.403,27265.924,69149.72,1866.0286,2670.3179,113153.66,8630.045,3882.4268
PI656120,349.242,1330233.9,4277.0474,76815.13,263688.53,3941.5862,15696.02,4659.7266,5364.077,5364.077,43572.805,14361.309,213501.23,28425.324,36590.06,278591.3,167755.39,18891.95,53008.992,16051376,43335.79,15844459,618134.94,821831.75,739136.56,1132844.9,27564.66,4728.6694,125957.29,10362.041,136512.69,64021.176,1873.0576,1737644.6,173740.34,66199.04,8258178,96916.125,15111571,2180625.2,1594715.4,135025.77,303427.5,856747.56,90057.61,255426.69,461328.22,18326.438,678825.5,447098.2,11202.428,8987.637,88195.28,6413.4478,8254.651,32904.914,24425.336,4992.3223,2554.202,20281.436,31380.416,24807.01,77574.38,5104.105,11210.027,53344.14,7802.0312,76815.13
PI534132,1984.5496,3898193.5,46957.75,131298.72,310549.56,2341.3384,9580.681,1606.6226,2526.4624,2526.4624,55921.33,17521.996,217443.48,323374.75,59142.13,243814.56,176825.1,24305.287,89778.766,13826838,447991.25,11969006,1111901.8,40998.246,597620.75,582911.5,4464.798,3450.5625,149819.4,1847.0867,98391.59,24774.18,3496.5708,2881360,112796.53,441717,14033259,44824.58,5364976.5,745327.7,106.39672,723562.7,570328.9,482438.06,504643.62,7208.852,475506.53,24542.498,681271.75,575638.8,6775.9185,34701.234,20849.84,8198.722,31923.479,52171.543,34061.33,5010.5806,4771.4775,18161.553,1835.6674,5969.26,64840.094,594.3686,999.3131,2903.9077,569.7437,131298.72
PI656118,169.44519,1631637.6,6480.6953,35774.105,157476.55,19582.434,52497.523,88465.664,29480.969,26997.676,58665.08,3421.7004,225739.77,25476.838,208988.73,197975.89,317471.2,18154.914,92930.97,9578900,104904.18,29619428,431615.56,735207.6,202487.08,2577470.5,367044.72,17590.412,153227.9,21899.23,168404.7,104260.63,17432.06,1948806.2,30116.574,272144.1,7606128.5,180452.1,11400238,1109165.9,46049.57,11331.706,476036.84,1928959.6,72851.96,490038.94,1176098.1,58067.43,173851.66,1149114.2,71922.79,26623.373,265676.75,11321.488,78962.92,53936.152,120646.15,3960.878,6354.6553,121776.7,53090.74,38078.016,145233.16,19081.21,24312.555,416618.84,10751.195,35774.105
PI576359,471.15326,1656268.9,6621.758,16580.752,101480.99,74796.39,10627.618,18352.781,66527.86,18352.781,18731.05,66652.49,531394,30898.795,342633.75,455659.03,384907.56,82622.46,146427,10954614,122829.29,42990788,3008918,2017675.1,473761.72,5026882,231712.06,109152.32,306351.9,3783.4824,329595.97,146783.08,48853.137,3170689,70999.55,245861.7,16805332,362088.94,18688498,1076585.5,98017.45,123636.46,1086110.2,4781316,55353.14,290869.28,2225821.2,60713.188,520138.75,1460530,46893.805,55307.207,540012.7,21887.92,132194.12,98244.31,137240.5,4860.5537,7150.809,341892.84,44369.668,60585.31,229146.92,22060.125,54060.168,490411.94,19806.793,16580.752
PI542406,85.51021,2222525.2,6056.077,7179.1704,53244.22,106659.43,114281.97,1555.9061,75050.9,171961.75,101804.74,2806.9277,661037.25,12957.088,325467.5,498822.53,465700.97,63704.76,229243.06,14015635,229543.06,57196970,1383396.2,3883841.5,72490.914,5089138,578090.94,135007.12,394991.2,49929.81,431526.97,333859.25,29755.05,3587430.5,59819.92,986327.8,22467198,446698.12,32189314,1360351.1,2309.2263,74701.18,1254973.8,2860408.5,242640.7,131636.22,3378126,74629.18,797258.2,1507856.2,47546.62,90279.555,309471.9,21365.975,140731.17,63144.82,156098.22,6208.5093,23929.865,426316.4,16612.645,89432.56,240717.62,23491.752,18783.607,461720.94,19816.508,7179.1704
PI656015,352.1966,1516004.9,1887.9292,32332.006,179689.2,37672.8,11974.561,24767.227,14091.694,24767.227,4102.591,22594.273,239354.73,39434.92,150634.11,214462.92,209830.62,19791.148,44160.098,5332707.5,122780.336,14647995,2283065.2,753406.1,352113.78,1654912.1,148926.03,10534.402,90684.71,18274.139,103681.43,34562.027,2554.0425,1142363,29844.637,123911.52,7513926.5,147509.22,9659316,3753.8386,31745.117,74122.7,433198.9,1870716.4,25464.504,711726.8,1554688,19154.232,212669.84,909103.06,30215.094,23678.25,121823.66,25753.512,54690.734,31177.268,95833.38,3538.3762,1581.5975,197690.45,2644.3052,26685.258,78919.12,3042.4917,5239.3027,185192.67,2410.5854,32332.006
PI656061,113.350174,1074740.2,8512.674,12596.269,91028.31,13870.867,3555.0017,11619.011,14885.69,7573.595,26289.994,18905.787,237974.36,83001.48,158099.36,81432.3,154830.77,8007.211,19725.787,5507884,151476.1,18288136,606785.7,890529.25,199224.61,1813678.8,200653.11,5988.6387,108739.08,10858.39,97768.26,99809.46,19841.719,993010.5,33964.195,103405.664,5462062,180972.58,7442110,824399.2,33256.09,91981.13,758526.8,1663725.6,131835.62,47692.918,782641.44,21632.268,421516.75,735931.06,6824.041,21348.336,197756.52,8466.626,54370.316,29547.232,74067.375,5596.6484,2596.7375,71082.375,6124.8594,24941.057,105436.75,8728.596,13368.159,93972.48,6950.5884,12596.269
